id,razao_social,cnpj_8,municipio,codigo_ibge,natureza_juridica,latitude,longitude,distancia_km,raio_flag,is_target_200km,match_status,match_detail
983,INSTITUTO BRASILEIRO DE MUSEUS - IBRAM,10.898.596,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
984,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,11.234.780,SANTA CATARINA,8081,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
985,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA",11.402.887,SANTA CATARINA,8027,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
986,CONSELHO REGIONAL DE BIOMEDICINA - 5A. REGIAO,13.738.204,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
987,CONSORCIO INTERMUNICIPAL DO EXTREMO SUL CATARINENSE - CONEXSUL,13.770.699,SANTA CATARINA,8349,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
988,COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA,14.372.148,SANTA CATARINA,8161,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
989,TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.,14.820.905,SANTA CATARINA,8105,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
990,CONSELHO DE ARQUITETURA E URBANISMO DE SANTA CATARINA,14.895.272,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
991,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,15.126.437,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
992,TRANSMISSORA SUL LITORANEA DE ENERGIA S.A. - TSLE,16.383.969,SANTA CATARINA,8105,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
993,ASSOCIACAO BRASILEIRA DE LICENCIAMENTO DOS CLUBES DE FUTEBOL PROFISSIONAL - ABRALIC,17.043.796,SANTA CATARINA,8105,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
994,COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG,17.155.730,SANTA CATARINA,8383,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
995,ASSOCIACAO CULTURAL DESPORTIVA DE ARTES MARCIAIS,17.650.642,SANTA CATARINA,8259,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
996,ASSOCIACAO DE AMIGOS COBRAS DA TRILHA,17.772.606,SANTA CATARINA,8393,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
997,EOLICA COXILHA SECA S.A.,19.660.975,SANTA CATARINA,8105,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
998,CONSORCIO INTERMUNICIPAL DE ATENCAO PSICOSSOCIAL - CIAPS,21.568.943,SANTA CATARINA,9941,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
999,MINISTERIO DO TRABALHO E EMPREGO - MTE,23.612.685,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1000,DME DISTRIBUICAO S.A. - DMED,23.664.303,SANTA CATARINA,8257,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1001,COMPANHIA NACIONAL DE ABASTECIMENTO CONAB,26.461.699,SANTA CATARINA,8081,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1002,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,26.474.056,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1003,FUNDACAO NACIONAL DE SAUDE,26.989.350,SANTA CATARINA,8047,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1004,MINISTERIO PUBLICO DA UNIAO,26.989.715,SANTA CATARINA,8105,Órgão Público Autônomo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1005,ADVOCACIA GERAL DA UNIAO,26.994.558,SANTA CATARINA,8047,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1006,AGENCIA NACIONAL DE MINERACAO,29.406.625,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1007,MINISTERIO DA SEGURANCA PUBLICA,29.971.283,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1008,INSTITUTO NACIONAL DO SEGURO SOCIAL,29.979.036,SANTA CATARINA,0973,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1009,INSTITUTO NAC DE ASSISTENCIA MEDICA DA PREVID SOCIAL,29.979.143,SANTA CATARINA,8027,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1010,CONSELHO REGIONAL DOS TECNICOS INDUSTRIAIS DA 4 REGIAO,32.746.668,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1011,PETROLEO BRASILEIRO S A PETROBRAS,33.000.167,SANTA CATARINA,8045,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1012,COMPANHIA AUXILIAR DE EMPRESAS ELETRICAS BRASILEIRAS,33.050.022,SANTA CATARINA,8367,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1013,COMPANHIA BRASILEIRA DE ARMAZENAMENTO,33.121.088,SANTA CATARINA,8057,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1014,SERVICO SOCIAL DO COMERCIO SESC,33.469.164,SANTA CATARINA,8047,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1015,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33.469.172,SANTA CATARINA,8047,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1016,COMPANHIA BRASILEIRA DE ALIMENTOS,33.469.602,SANTA CATARINA,8073,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1017,FUNDACAO CENTRO BRASILEIRO P/ A INFANCIA E ADOLESCENCIA,33.502.329,SANTA CATARINA,8105,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1018,COMPANHIA DE FINANCIAMENTO DA PRODUCAO-CFP,33.506.437,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1019,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,33.564.543,SANTA CATARINA,8039,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1020,CONSELHO FEDERAL DE MEDICINA,33.583.550,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1021,REDE FERROVIARIA FEDERAL S A,33.613.332,SANTA CATARINA,8179,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1022,SUPERINTENDENCIA NACIONAL DO ABASTECIMENTO,33.618.323,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1023,BANCO NACIONAL DE CREDITO COOPERATIVO SA EM LIQUIDACAO,33.618.810,SANTA CATARINA,8047,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1024,FUNDACAO LEGIAO BRASILEIRA DE ASSISTENCIA,33.627.092,SANTA CATARINA,8057,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1025,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,33.628.777,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1026,BANCO NACIONAL DA HABITACAO,33.633.686,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1027,EMPRESA DE PORTOS DO BRASIL S/A PORTOBRAS EM LIQUIDACAO,33.640.988,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1028,SERVICO SOCIAL DA INDUSTRIA SESI,33.641.358,SANTA CATARINA,0973,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1029,COMPANHIA BRASILEIRA DE DRAGAGEM,33.653.841,SANTA CATARINA,8143,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1030,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),33.683.111,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1031,FINANCIADORA DE ESTUDOS E PROJETOS - FINEP,33.749.086,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1032,CONSELHO FEDERAL DE ECONOMIA,33.758.053,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1033,FUNDACAO INSTIT BRAS DE GEOGRAFIA E ESTATISTICA IBGE,33.787.094,SANTA CATARINA,8105,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1034,EMPRESA DE ENG E CONSTR DE OBRAS ESPECIAIS S A ECEX,33.884.008,SANTA CATARINA,8115,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1035,SERVICO SOCIAL DAS ESTRADAS DE FERRO - SESEF,33.909.540,SANTA CATARINA,8199,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1036,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,34.028.316,SANTA CATARINA,0886,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1037,MINISTERIO DOS TRANSPORTES,37.115.342,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1038,MINISTERIO DO TRABALHO E EMPREGO - MTE,37.115.367,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1039,MINISTERIO DE MINAS E ENERGIA,37.115.383,SANTA CATARINA,8105,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1040,CONSELHO REGIONAL DE PSICOLOGIA CRP 12A REGIAO,37.115.508,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1041,SERVICO NACIONAL DE APRENDIZAGEM RURAL SENAR,37.138.245,SANTA CATARINA,8105,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1042,SUPERINTENDENCIA DE SEGUROS PRIVADOS,42.354.068,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1043,EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV,42.422.253,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1044,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DA GRANDE FLORIANOPOLIS,42.499.226,SANTA CATARINA,8105,Consórcio Público de Direito Público (Associação Pública),-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1045,NAV BRASIL SERVICOS DE NAVEGACAO AEREA S.A. - NAV BRASIL,42.736.102,SANTA CATARINA,8179,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1046,AUTORIDADE PORTUARIA DE SANTOS S.A.,44.837.524,SANTA CATARINA,8161,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1047,CONSELHO REGIONAL DE BIOLOGIA 9 REGIAO,46.268.552,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1048,MINISTERIO DA PESCA E AQUICULTURA,49.381.076,SANTA CATARINA,8327,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1049,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",62.428.073,SANTA CATARINA,8105,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1050,CONSELHO REGIONAL DE FONOAUDIOLOGIA 3 REGIAO,73.392.409,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1051,SENAT SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE,73.471.963,SANTA CATARINA,8047,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1052,SEST SERVICO SOCIAL DO TRANSPORTE,73.471.989,SANTA CATARINA,8047,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1053,ESCOLA AGROTECNICA FEDERAL DE CONCORDIA SC,73.933.533,SANTA CATARINA,8083,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1054,ESCOLA AGROTECNICA FEDERAL DE SOMBRIO,73.955.064,SANTA CATARINA,9967,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1055,CONSELHO REGIONAL DE ENFERMAGEM DE SC,75.308.106,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1056,EMPRESA DE APIO A AGROPECUARIA DE VIDEIRA SA,75.507.053,SANTA CATARINA,8379,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1057,EMPRESA URBANIZADORA DE VIDEIRA SOCIEDADE ANONIMA,75.533.364,SANTA CATARINA,8379,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1058,COMPANHIA DE MELHORAMENTOS DE XAXIM COMEX,75.553.446,SANTA CATARINA,8387,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1059,INSTITUTO DE PESOS E MEDIDAS DO ESTADO DO PARANA,76.071.869,SANTA CATARINA,8105,Autarquia Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1060,CONSELHO REGIONAL DE ADMINISTRACAO DE SANTA CATARINA - CRA/SC,76.557.032,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1061,CONSELHO REGIONAL DE SERVICO SOCIAL,76.557.099,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1062,ORDEM DOS ADVOGADOS DO BRASIL SEC SC SUBSEC JOINVILLE,79.370.433,SANTA CATARINA,8179,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1063,COMPANHIA DE HABITACAO POPULAR COHAB LAGES,79.655.619,SANTA CATARINA,8183,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1064,CONSELHO REGIONAL DE MEDICINA DO EST DE SANTA CATARINA,79.831.566,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1065,CONSELHO REGIONAL DE QUIMICA DA 13 REGIAO,79.887.659,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1066,FUNDACAO DO ENSINO TECNICO DE SANTA CATARINA,80.485.212,SANTA CATARINA,8105,Fundação Pública de Direito Público Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1067,COMISSAO MUNICIPAL DE ESPORTES CME,81.286.049,SANTA CATARINA,8071,Órgão Público do Poder Executivo Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1068,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE SANTA CATARINA,81.531.428,SANTA CATARINA,8027,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1069,CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE SANTA CATARINA,82.511.643,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1070,CONSELHO REGIONAL DE MEDICINA VETERINARIA DO ESTADO DE SANTA CATARINA,82.513.045,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1071,SERVICO DE APOIO AS MICRO E PEQUENAS EMPRESAS DE SC,82.515.859,SANTA CATARINA,8047,Serviço Social Autônomo,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1072,ORDEM DOS ADVOGADOS DO BRASIL SANTA CATARINA,82.519.190,SANTA CATARINA,8027,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1073,CONSELHO REGIONAL DOS MUSICOS DE SANTA CATARINA,82.532.235,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1074,EMPRESA DE ELETRECIDADE LUZ E FORCA DE ARARANGUA SA,82.563.271,SANTA CATARINA,8027,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1075,CONSELHO REGIONAL DOS CORRETORES DE IMOVEIS DE SC,82.894.098,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
1076,CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA DE SC,83.159.541,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1077,COMPANHIA DE DESENVOLVIMENTO DE CHAPECO CODEC,83.422.014,SANTA CATARINA,8081,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1078,HOSPITAL SANTO ANTONIO,83.467.126,SANTA CATARINA,8029,Fundação Pública de Direito Privado Municipal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1079,COMPANHIA HIDROMINERAL CALDAS DA IMPERATRIZ,83.470.716,SANTA CATARINA,8309,Sociedade de Economia Mista,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1080,EMPRESA DE DESENVOLVIMENTO DE JOACABA,83.682.419,SANTA CATARINA,8177,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1081,FUNDACAO MUSICAL HARMONIA LYRA,83.791.475,SANTA CATARINA,8179,Fundação Pública de Direito Privado Municipal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1082,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DE SC,83.813.873,SANTA CATARINA,8105,Empresa Pública,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
1083,CONSELHO REGIONAL DE BIBLIOTECONOMIA DA 14 REGIAO SC,83.816.645,SANTA CATARINA,8105,Autarquia Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
